rank1,rank5,mAP,num_gallery,num_probe,queries_with_match,attack,protocol,method,probe_requested,probe_coverage,coverage_adjusted_rank1
0.37722222222222224,0.6797222222222222,0.07907433788153592,3600.0,3600.0,3600.0,feature_linkability,crossview_cam2,original,3600,1.0,0.37722222222222224
0.3213888888888889,0.615,0.07157066593954972,3600.0,3600.0,3600.0,feature_linkability,crossview_cam2,pbp_aam,3600,1.0,0.3213888888888889
0.3005555555555556,0.5905555555555555,0.07019671844146982,3600.0,3600.0,3600.0,feature_linkability,crossview_cam3,original,3600,1.0,0.3005555555555556
0.25666666666666665,0.5383333333333333,0.0636925388171376,3600.0,3600.0,3600.0,feature_linkability,crossview_cam3,pbp_aam,3600,1.0,0.25666666666666665
0.19912280701754387,0.5096491228070176,0.10489372981117787,1140.0,1140.0,1140.0,feature_linkability,crosssetup,original,1140,1.0,0.19912280701754387
0.1912280701754386,0.46842105263157896,0.10162888076034644,1140.0,1140.0,1140.0,feature_linkability,crosssetup,pbp_aam,1140,1.0,0.1912280701754386
0.3875,0.7625,0.4270204666088234,240.0,240.0,240.0,feature_linkability,crossrange,original,240,1.0,0.3875
0.38333333333333336,0.7458333333333333,0.41745651768597486,240.0,240.0,240.0,feature_linkability,crossrange,pbp_aam,240,1.0,0.38333333333333336
