fit_slope,fit_intercept,fit_r2,extrapolated_rank1_full_pool,full_pool,adversary,split,method,max_pool_measured,rank1_at_max_pool
-0.05471024638650932,1.0636007391879734,0.947898877917538,0.8084628373406224,106.0,reid,crossview_cam2,original,38,0.8530555555555556
-0.07535149607727087,1.0940376161635894,0.9651604755810114,0.7426405035570124,106.0,reid,crossview_cam3,original,38,0.8061111111111111
-0.18846696369101004,0.973524378455841,0.9927015519867002,0.09462017203058537,106.0,reid,crosssetup,original,15,0.469613425925926
-0.06721816394986964,1.0891408648526255,0.9332968907356172,0.775673051254369,106.0,face,crossview_cam2,original,38,0.8318510283490829
-0.16716563605095777,1.1517480760371916,0.9699620281115754,0.3721813136850457,106.0,face,crossview_cam3,original,38,0.5237131289762869
-0.06685061867120155,1.0792399734938762,0.9979826138716399,0.7674861849170168,106.0,face,crosssetup,original,15,0.8970023148148147
