attack,protocol,method,action_ids,gallery_requested,probe_requested,gallery_coverage,probe_coverage,rank1,rank5,mAP,num_gallery,num_probe,queries_with_match,coverage_adjusted_rank1,silhouette_source,checkpoint_domain,scope_note
gait_identity_locomotion_dominant,crossview_cam2,original,"26,27,42,43,59,60",162,162,1.0,1.0,0.43209876543209874,0.7222222222222222,0.22236683345068922,162.0,162.0,162.0,0.43209876543209874,otsu_person_crop,CASIA-B,locomotion-dominant sensitivity subset; not canonical gait-only data
gait_identity_locomotion_dominant,crossview_cam2,deepprivacy2,"26,27,42,43,59,60",162,162,1.0,1.0,0.16049382716049382,0.4691358024691358,0.13063083388089577,162.0,162.0,162.0,0.16049382716049382,otsu_person_crop,CASIA-B,locomotion-dominant sensitivity subset; not canonical gait-only data
