adversary,split,max_empirical_pool,rank1_at_max_empirical_pool,fit_r2_in_observed_range,extrapolated_pool,extrapolation_factor,extrapolated_rank1,chance_at_extrapolated_pool,extrapolated_over_chance,claim_scope,evidence_type
reid,crossview_cam2,38,0.8530555555555556,0.947898877917538,106,2.789473684210526,0.8084628373406224,0.009433962264150943,85.69706075810598,matches manuscript cross-view range,log-fit extrapolation; not an empirical 106-identity result
reid,crossview_cam3,38,0.8061111111111111,0.9651604755810114,106,2.789473684210526,0.7426405035570124,0.009433962264150943,78.71989337704332,matches manuscript cross-view range,log-fit extrapolation; not an empirical 106-identity result
reid,crosssetup,15,0.469613425925926,0.9927015519867002,106,7.066666666666666,0.09462017203058537,0.009433962264150943,10.02973823524205,not part of manuscript cross-view range; especially long extrapolation,log-fit extrapolation; not an empirical 106-identity result
face,crossview_cam2,38,0.8318510283490829,0.9332968907356172,106,2.789473684210526,0.775673051254369,0.009433962264150943,82.22134343296312,matches manuscript cross-view range,log-fit extrapolation; not an empirical 106-identity result
face,crossview_cam3,38,0.5237131289762869,0.9699620281115754,106,2.789473684210526,0.3721813136850457,0.009433962264150943,39.45121925061484,matches manuscript cross-view range,log-fit extrapolation; not an empirical 106-identity result
face,crosssetup,15,0.8970023148148147,0.9979826138716399,106,7.066666666666666,0.7674861849170168,0.009433962264150943,81.35353560120379,not part of manuscript cross-view range; especially long extrapolation,log-fit extrapolation; not an empirical 106-identity result
