protocol,model_path,train_requested,train_valid,train_coverage,mean_pose_frame_coverage,mean_keypoint_conf,num_persons
crossview_cam2,artifacts/features/rgb_pose_identity/models/crossview_cam2_rgb_pose_identity.joblib,3600,3600,1.0,1.0,0.9388040854367945,38
